대분류,품명,규격,단위,수량,자재비.단가,노무비.단가,경비.단가,연도,현장,협력사,계약번호,계약여부
F.V.D, F.V.D ,1900*1000, EA ,1 ,189924 ,75006 ,  ,2019 ,SKCHTM 진천,영진기술,2019-5-0498,계약
REGISTER, 레지스터 그릴 ,500*200, EA ,22 ,38220 ,16943 ,  ,2019 ,SKCHTM 진천,영진기술,2019-5-0498,계약
REGISTER, 레지스터 그릴 ,600*300, EA ,22 ,27518 ,19701 ,  ,2019 ,SKCHTM 진천,영진기술,2019-5-0498,계약
REGISTER, 레지스터 그릴 ,800*800, EA ,70 ,97843 ,31128 ,  ,2019 ,SKCHTM 진천,영진기술,2019-5-0498,계약
후렉시블호스, 후렉시블(보온) ,보온A300, m ,194 ,5644 ,6697 ,  ,2019 ,SKCHTM 진천,영진기술,2019-5-0498,계약
SPIN_IN, SPIN-IN ,300A, EA ,97 ,2910 ,  ,  ,2019 ,SKCHTM 진천,영진기술,2019-5-0498,계약
STS_BAND, STS BAND ,300A, EA ,194 ,552 ,  ,  ,2019 ,SKCHTM 진천,영진기술,2019-5-0498,계약
CHAMBER, SOUND CHAMBER  ,1500*1600*1200, EA ,1 ,791683 ,125132 ,  ,2019 ,SKCHTM 진천,영진기술,2019-5-0498,계약
CHAMBER, SOUND CHAMBER  ,1500*1600*1300, EA ,1 ,831784 ,131470 ,  ,2019 ,SKCHTM 진천,영진기술,2019-5-0498,계약
CHAMBER, SOUND CHAMBER  ,1900*4900*1600, EA ,1 ,2611778 ,412814 ,  ,2019 ,SKCHTM 진천,영진기술,2019-5-0498,계약
CAV, CAV-설치 ,1100*600, EA ,1 ,  ,61339 ,  ,2019 ,SKCHTM 진천,영진기술,2019-5-0498,계약
BFU 설치, B.F.U 설치비 ,, EA ,48 ,  ,30669 ,  ,2019 ,SKCHTM 진천,영진기술,2019-5-0498,계약
H/B 설치, H.F.U 설치비 ,, EA ,41 ,  ,26580 ,  ,2019 ,SKCHTM 진천,영진기술,2019-5-0498,계약
H/B 설치, H.F.U 설치비 ,, EA ,5 ,  ,30669 ,  ,2019 ,SKCHTM 진천,영진기술,2019-5-0498,계약
ㄷ 형강, ㄷ 형강 ,100*50*5*7.5, KG ,2520 ,1293 ,  ,  ,2019 ,SKCHTM 진천,영진기술,2019-5-0498,계약
잡철물제작설치, 잡철물제작설치 ,equal, KG ,2850 ,1293 ,2748 ,  ,2019 ,SKCHTM 진천,영진기술,2019-5-0498,계약
내화충전재, 방화코킹재 ,equal, M ,206 ,58800 ,49071 ,  ,2019 ,SKCHTM 진천,영진기술,2019-5-0498,계약
STS_덕트, STS 기계식덕트 ,0.6T, M2 ,26 ,37914 ,14315 ,  ,2019 ,SKCHTM 진천,영진기술,2019-5-0498,계약
덕트_보온, 덕트보온 (발포폴리에틸렌) ,20T 아티론, M2 ,3114 ,7761 ,8030 ,  ,2019 ,SKCHTM 진천,영진기술,2019-5-0498,계약
덕트_보온, 덕트보온 (Glass Wool) ,50T 글라스울, M2 ,998 ,6201 ,10551 ,  ,2019 ,SKCHTM 진천,영진기술,2019-5-0498,계약
V.D, V.D ,200*200, EA ,6 ,15288 ,10553 ,  ,2019 ,SKCHTM 진천,영진기술,2019-5-0498,계약
V.D, V.D ,300*400, EA ,12 ,15288 ,11173 ,  ,2019 ,SKCHTM 진천,영진기술,2019-5-0498,계약
V.D, V.D ,400*350, EA ,1 ,15288 ,11792 ,  ,2019 ,SKCHTM 진천,영진기술,2019-5-0498,계약
F.V.D, F.V.D ,500*400, EA ,1 ,19992 ,15197 ,  ,2019 ,SKCHTM 진천,영진기술,2019-5-0498,계약
F.V.D, F.V.D ,700*500, EA ,1 ,34986 ,20489 ,  ,2019 ,SKCHTM 진천,영진기술,2019-5-0498,계약
F.V.D, F.V.D ,800*600, EA ,1 ,47980 ,25048 ,  ,2019 ,SKCHTM 진천,영진기술,2019-5-0498,계약
STS_P.R.D, P.R.D (STS) ,1800*300, EA ,2 ,335042 ,24176 ,  ,2019 ,SKCHTM 진천,영진기술,2019-5-0498,계약
점검구, 점검구(STS) ,300*300, EA ,2 ,29635 ,13988 ,,2019 ,SKCHTM 진천,영진기술,2019-5-0498,계약
덕트, 기계식 덕트  ,0.6T, M2 ,230 ,14325 ,18650 ,,2019 ,동우화인켐 평택,서일이엔지,2019-5-0638,계약
덕트, 기계식 덕트  ,0.8T, M2 ,50 ,17500 ,20340 ,,2019 ,동우화인켐 평택,서일이엔지,2019-5-0638,계약
V.D, V.D 담파 ,250A, EA ,90 ,22000 ,23500 ,,2019 ,동우화인켐 평택,서일이엔지,2019-5-0638,계약
SPIN_IN, 스핀 ,250A, EA ,180 ,2500 ,4650 ,,2019 ,동우화인켐 평택,서일이엔지,2019-5-0638,계약
후렉시블호스, 후렉시블 ,비보온A250, M ,450 ,3000 ,3800 ,,2019 ,동우화인켐 평택,서일이엔지,2019-5-0638,계약
STS_BAND, STS밴드 ,250A, EA ,180 ,650 ,,,2019 ,동우화인켐 평택,서일이엔지,2019-5-0638,계약
덕트클리닝, 크리닝 및 자재 보양비 ,equal, M2 ,280 ,1050 ,2300 ,,2019 ,동우화인켐 평택,서일이엔지,2019-5-0638,계약
덕트공, 노무비 ,덕트공, 인 ,60 ,,180000 ,,2019 ,동우화인켐 평택,서일이엔지,2019-5-0638,계약
덕트, 각형DUCT 제작 설치 ,1.0T, ㎡ ,300 ,11363 ,35800 ,,2019 ,SKCHTM 천안,탑이엔씨,2019-5-0731,계약
덕트, 각형DUCT 제작 설치 ,0.8T, ㎡ ,36 ,8556 ,31600 ,,2019 ,SKCHTM 천안,탑이엔씨,2019-5-0731,계약
덕트, 각형DUCT 제작 설치 ,0.6T, ㎡ ,12 ,6611 ,29400 ,,2019 ,SKCHTM 천안,탑이엔씨,2019-5-0731,계약
덕트_보온, ATILON ,20T 아티론, ㎡ ,350 ,8000 ,12600 ,,2019 ,SKCHTM 천안,탑이엔씨,2019-5-0731,계약
덕트_보온, ATILON ,5T 아티론, ㎡ ,50 ,3800 ,3900 ,,2019 ,SKCHTM 천안,탑이엔씨,2019-5-0731,계약
REGISTER, REGISTER ,600*200, EA ,3 ,25200 ,22900 ,,2019 ,SKCHTM 천안,탑이엔씨,2019-5-0731,계약
REGISTER, REGISTER ,600*600, EA ,3 ,72000 ,22900 ,,2019 ,SKCHTM 천안,탑이엔씨,2019-5-0731,계약
REGISTER, REGISTER ,800*1000, EA ,3 ,160000 ,22900 ,,2019 ,SKCHTM 천안,탑이엔씨,2019-5-0731,계약
REGISTER, REGISTER ,800*1300, EA ,4 ,208000 ,22900 ,,2019 ,SKCHTM 천안,탑이엔씨,2019-5-0731,계약
REGISTER, REGISTER ,1000*300, EA ,4 ,60000 ,22900 ,,2019 ,SKCHTM 천안,탑이엔씨,2019-5-0731,계약
V.D, DAMPER ,800*650, EA ,1 ,81900 ,22900 ,,2019 ,SKCHTM 천안,탑이엔씨,2019-5-0731,계약
V.D, DAMPER ,600*400, EA ,1 ,37800 ,22900 ,,2019 ,SKCHTM 천안,탑이엔씨,2019-5-0731,계약
F.V.D, F.V.D ,800*650, EA ,4 ,108150 ,22900 ,,2019 ,SKCHTM 천안,탑이엔씨,2019-5-0731,계약
CHAMBER, SOUND CHAMBER ,1500*1100*1100, set ,1 ,757680 ,228900 ,,2019 ,SKCHTM 천안,탑이엔씨,2019-5-0731,계약
후렉시블호스, DUCT HOSE (보온) ,보온A300, M ,70 ,24255 ,3800 ,,2019 ,SKCHTM 천안,탑이엔씨,2019-5-0731,계약
STS_BAND, HOSE BAND ,300A, EA ,46 ,2268 ,  ,,2019 ,SKCHTM 천안,탑이엔씨,2019-5-0731,계약
덕트, 아연도 기계식 덕트 제작설치 ,0.5T, M2 ,90 ,14463 ,22370 ,,2019 ,동우화인켐 평택,서일이엔지,2019-5-0814,계약
덕트, 아연도 기계식 덕트 제작설치 ,0.6T, M2 ,492 ,15325 ,21650 ,,2019 ,동우화인켐 평택,서일이엔지,2019-5-0814,계약
STS_덕트, STS 기계식 덕트 제작설치 ,0.5T, M2 ,195 ,41720 ,25028 ,,2019 ,동우화인켐 평택,서일이엔지,2019-5-0814,계약
덕트_보온, 덕트보온 ,40T 아티론, M2 ,390 ,12730 ,8230 ,,2019 ,동우화인켐 평택,서일이엔지,2019-5-0814,계약
덕트_보온, 덕트보온 ,20T 아티론, M2 ,125 ,9540 ,7560 ,,2019 ,동우화인켐 평택,서일이엔지,2019-5-0814,계약
덕트_보온, 덕트마감보온 ,5T 아티론, M2 ,155 ,3500 ,3160 ,,2019 ,동우화인켐 평택,서일이엔지,2019-5-0814,계약
덕트케이싱, 덕트캔싱 ,0.5T, M2 ,460 ,17630 ,27960 ,,2019 ,동우화인켐 평택,서일이엔지,2019-5-0814,계약
덕트클리닝, 덕트크리닝및보양 ,equal, M2 ,755 ,600 ,3500 ,,2019 ,동우화인켐 평택,서일이엔지,2019-5-0814,계약
V.D, V.D (아연도) ,400*400, EA ,2 ,19200 ,52383 ,,2019 ,동우화인켐 평택,서일이엔지,2019-5-0814,계약
V.D, V.D (아연도) ,600*450, EA ,2 ,32400 ,64471 ,,2019 ,동우화인켐 평택,서일이엔지,2019-5-0814,계약
STS_V.D, V.D (STS) ,300*300, EA ,4 ,55000 ,52383 ,,2019 ,동우화인켐 평택,서일이엔지,2019-5-0814,계약
H/B 설치, HEPA FILTER ,1200*600*90, EA ,2 ,170000 ,,,2019 ,동우화인켐 평택,서일이엔지,2019-5-0814,계약
H/B 설치, HEPA FILTER BOX ,1200*1200*600, EA ,1 ,950000 ,220000 ,,2019 ,동우화인켐 평택,서일이엔지,2019-5-0814,계약
덕트, 각형덕트제작설치 ,0.6T, M2 ,65 ,16368 ,  ,,2019 ,브룩스오토메이션,원클라스,2019-5-1479,계약
덕트, 각형덕트제작설치 ,0.8T, M2 ,203 ,19624 ,  ,  ,2019 ,브룩스오토메이션,원클라스,2019-5-1479,계약
덕트, 각형덕트제작설치 ,1.0T, M2 ,248 ,23045 ,  ,  ,2019 ,브룩스오토메이션,원클라스,2019-5-1479,계약
덕트_보온, 덕트보온 ,20T 아티론, M2 ,516 ,10780 ,  ,  ,2019 ,브룩스오토메이션,원클라스,2019-5-1479,계약
덕트케이싱, 케이싱 ,0.5T, M2 ,99 ,16500 ,  ,  ,2019 ,브룩스오토메이션,원클라스,2019-5-1479,계약
V.D, V.D ,1050*500, EA ,1 ,57750 ,  ,  ,2019 ,브룩스오토메이션,원클라스,2019-5-1479,계약
V.D, V.D ,1200*600, EA ,1 ,79200 ,  ,  ,2019 ,브룩스오토메이션,원클라스,2019-5-1479,계약
V.D, V.D ,300*300, EA ,1 ,16500 ,  ,  ,2019 ,브룩스오토메이션,원클라스,2019-5-1479,계약
V.D, V.D ,450*400, EA ,5 ,19800 ,  ,  ,2019 ,브룩스오토메이션,원클라스,2019-5-1479,계약
V.D, V.D ,550*400, EA ,1 ,24200 ,  ,  ,2019 ,브룩스오토메이션,원클라스,2019-5-1479,계약
V.D, V.D ,700*350, EA ,4 ,26950 ,  ,  ,2019 ,브룩스오토메이션,원클라스,2019-5-1479,계약
F.V.D, F.V.D ,1200*600, EA ,2 ,94600 ,  ,  ,2019 ,브룩스오토메이션,원클라스,2019-5-1479,계약
CHAMBER, SOUND CHAMBER ,1700*1200*1100, EA ,1 ,862950 ,115060 ,  ,2019 ,브룩스오토메이션,원클라스,2019-5-1479,계약
REGISTER, REGISTER ,300*600, EA ,1 ,31680 ,  ,  ,2019 ,브룩스오토메이션,원클라스,2019-5-1479,계약
REGISTER, REGISTER ,700*1200, EA ,10 ,147840 ,  ,  ,2019 ,브룩스오토메이션,원클라스,2019-5-1479,계약
DIFFUSER, S.Q. DIFFUSER  ,250A, EA ,2 ,17600 ,  ,  ,2019 ,브룩스오토메이션,원클라스,2019-5-1479,계약
H/B 설치, H.F.U 설치 ,, EA ,19 ,  ,60000 ,  ,2019 ,브룩스오토메이션,원클라스,2019-5-1479,계약
BFU 설치, B.F.U 설치 ,, EA ,18 ,  ,60000 ,  ,2019 ,브룩스오토메이션,원클라스,2019-5-1479,계약
후렉시블호스, FLEXIBLE ,비보온A250, M ,5 ,5720 ,  ,  ,2019 ,브룩스오토메이션,원클라스,2019-5-1479,계약
후렉시블호스, FLEXIBLE ,비보온A250, M ,137 ,6864 ,  ,  ,2019 ,브룩스오토메이션,원클라스,2019-5-1479,계약
STS_BAND, SUS-BAND ,250A, EA ,4 ,715 ,  ,  ,2019 ,브룩스오토메이션,원클라스,2019-5-1479,계약
STS_BAND, SUS-BAND ,300A, EA ,110 ,770 ,  ,  ,2019 ,브룩스오토메이션,원클라스,2019-5-1479,계약
SPIN_IN, SPIN-IN ,250A, EA ,2 ,2772 ,  ,  ,2019 ,브룩스오토메이션,원클라스,2019-5-1479,계약
SPIN_IN, SPIN-IN ,300A, EA ,55 ,3267 ,  ,,2019 ,브룩스오토메이션,원클라스,2019-5-1479,계약
덕트공, 노무비 ,덕트공, 인 ,1 ,,164907 ,,2019 ,브룩스오토메이션,원클라스,2019-5-1479,계약
덕트, GALV. STEEL SHEET ,0.5T, M2 ,770 ,9400 ,17500 ,3000 ,2019 ,하이셈,나래이엔씨,2019-5-1669,계약
덕트, GALV. STEEL SHEET ,0.6T, M2 ,1733 ,10400 ,18000 ,3000 ,2019 ,하이셈,나래이엔씨,2019-5-1669,계약
덕트, GALV. STEEL SHEET ,0.8T, M2 ,4836 ,12200 ,19000 ,3000 ,2019 ,하이셈,나래이엔씨,2019-5-1669,계약
덕트, GALV. STEEL SHEET ,1.0T, M2 ,2544 ,14000 ,20000 ,3000 ,2019 ,하이셈,나래이엔씨,2019-5-1669,계약
덕트, GALV. STEEL SHEET ,1.2T, M2 ,3554 ,17000 ,21000 ,3000 ,2019 ,하이셈,나래이엔씨,2019-5-1669,계약
덕트_보온, DUCT INSULATION ,20T 아티론, M2 ,13437 ,8500 ,5000 ,300 ,2019 ,하이셈,나래이엔씨,2019-5-1669,계약
V.D, VOLUME DAMPER(GALV.) ,3000*1600, EA ,2 ,456000 ,,,2019 ,하이셈,나래이엔씨,2019-5-1669,계약
V.D, VOLUME DAMPER(GALV.) ,2000*800, EA ,1 ,152000 ,,,2019 ,하이셈,나래이엔씨,2019-5-1669,계약
V.D, VOLUME DAMPER(GALV.) ,1500*600, EA ,1 ,85500 ,,,2019 ,하이셈,나래이엔씨,2019-5-1669,계약
V.D, VOLUME DAMPER(GALV.) ,1300*1300, EA ,2 ,160550 ,,,2019 ,하이셈,나래이엔씨,2019-5-1669,계약
V.D, VOLUME DAMPER(GALV.) ,1300*1000, EA ,1 ,123500 ,,,2019 ,하이셈,나래이엔씨,2019-5-1669,계약
V.D, VOLUME DAMPER(GALV.) ,1200*1200, EA ,2 ,136800 ,,,2019 ,하이셈,나래이엔씨,2019-5-1669,계약
V.D, VOLUME DAMPER(GALV.) ,1200*800, EA ,3 ,91200 ,,,2019 ,하이셈,나래이엔씨,2019-5-1669,계약
V.D, VOLUME DAMPER(GALV.) ,1200*500, EA ,2 ,57000 ,,,2019 ,하이셈,나래이엔씨,2019-5-1669,계약
V.D, VOLUME DAMPER(GALV.) ,1150*1150, EA ,4 ,125638 ,,,2019 ,하이셈,나래이엔씨,2019-5-1669,계약
V.D, VOLUME DAMPER(GALV.) ,1100*500, EA ,2 ,52250 ,,,2019 ,하이셈,나래이엔씨,2019-5-1669,계약
V.D, VOLUME DAMPER(GALV.) ,1000*600, EA ,2 ,57000 ,,,2019 ,하이셈,나래이엔씨,2019-5-1669,계약
V.D, VOLUME DAMPER(GALV.) ,1000*550, EA ,2 ,52250 ,,,2019 ,하이셈,나래이엔씨,2019-5-1669,계약
V.D, VOLUME DAMPER(GALV.) ,1000*400, EA ,2 ,38000 ,,,2019 ,하이셈,나래이엔씨,2019-5-1669,계약
V.D, VOLUME DAMPER(GALV.) ,900*800, EA ,10 ,68400 ,,,2019 ,하이셈,나래이엔씨,2019-5-1669,계약
V.D, VOLUME DAMPER(GALV.) ,900*600, EA ,2 ,51300 ,,,2019 ,하이셈,나래이엔씨,2019-5-1669,계약
V.D, VOLUME DAMPER(GALV.) ,900*500, EA ,3 ,42750 ,,,2019 ,하이셈,나래이엔씨,2019-5-1669,계약
V.D, VOLUME DAMPER(GALV.) ,900*400, EA ,1 ,34200 ,,,2019 ,하이셈,나래이엔씨,2019-5-1669,계약
V.D, VOLUME DAMPER(GALV.) ,850*500, EA ,1 ,40375 ,,,2019 ,하이셈,나래이엔씨,2019-5-1669,계약
V.D, VOLUME DAMPER(GALV.) ,800*800, EA ,4 ,60800 ,,,2019 ,하이셈,나래이엔씨,2019-5-1669,계약
V.D, VOLUME DAMPER(GALV.) ,800*500, EA ,1 ,38000 ,,,2019 ,하이셈,나래이엔씨,2019-5-1669,계약
V.D, VOLUME DAMPER(GALV.) ,750*750, EA ,2 ,53438 ,,,2019 ,하이셈,나래이엔씨,2019-5-1669,계약
V.D, VOLUME DAMPER(GALV.) ,750*400, EA ,1 ,28500 ,,,2019 ,하이셈,나래이엔씨,2019-5-1669,계약
V.D, VOLUME DAMPER(GALV.) ,700*800, EA ,23 ,53200 ,,,2019 ,하이셈,나래이엔씨,2019-5-1669,계약
V.D, VOLUME DAMPER(GALV.) ,700*600, EA ,3 ,39900 ,,,2019 ,하이셈,나래이엔씨,2019-5-1669,계약
V.D, VOLUME DAMPER(GALV.) ,700*450, EA ,8 ,29925 ,,,2019 ,하이셈,나래이엔씨,2019-5-1669,계약
V.D, VOLUME DAMPER(GALV.) ,700*400, EA ,3 ,26600 ,,,2019 ,하이셈,나래이엔씨,2019-5-1669,계약
V.D, VOLUME DAMPER(GALV.) ,650*650, EA ,2 ,40138 ,,,2019 ,하이셈,나래이엔씨,2019-5-1669,계약
V.D, VOLUME DAMPER(GALV.) ,650*600, EA ,1 ,37050 ,,,2019 ,하이셈,나래이엔씨,2019-5-1669,계약
V.D, VOLUME DAMPER(GALV.) ,650*500, EA ,3 ,30875 ,,,2019 ,하이셈,나래이엔씨,2019-5-1669,계약
V.D, VOLUME DAMPER(GALV.) ,650*400, EA ,4 ,24700 ,,,2019 ,하이셈,나래이엔씨,2019-5-1669,계약
V.D, VOLUME DAMPER(GALV.) ,650*350, EA ,2 ,21613 ,,,2019 ,하이셈,나래이엔씨,2019-5-1669,계약
V.D, VOLUME DAMPER(GALV.) ,600*600, EA ,2 ,34200 ,,,2019 ,하이셈,나래이엔씨,2019-5-1669,계약
V.D, VOLUME DAMPER(GALV.) ,600*500, EA ,2 ,28500 ,,,2019 ,하이셈,나래이엔씨,2019-5-1669,계약
V.D, VOLUME DAMPER(GALV.) ,600*400, EA ,15 ,22800 ,,,2019 ,하이셈,나래이엔씨,2019-5-1669,계약
V.D, VOLUME DAMPER(GALV.) ,500*600, EA ,2 ,28500 ,,,2019 ,하이셈,나래이엔씨,2019-5-1669,계약
V.D, VOLUME DAMPER(GALV.) ,500*500, EA ,24 ,23750 ,,,2019 ,하이셈,나래이엔씨,2019-5-1669,계약
V.D, VOLUME DAMPER(GALV.) ,500*450, EA ,10 ,21375 ,,,2019 ,하이셈,나래이엔씨,2019-5-1669,계약
V.D, VOLUME DAMPER(GALV.) ,500*400, EA ,10 ,19000 ,,,2019 ,하이셈,나래이엔씨,2019-5-1669,계약
V.D, VOLUME DAMPER(GALV.) ,500*300, EA ,212 ,14500 ,,,2019 ,하이셈,나래이엔씨,2019-5-1669,계약
V.D, VOLUME DAMPER(GALV.) ,500*250, EA ,16 ,14500 ,,,2019 ,하이셈,나래이엔씨,2019-5-1669,계약
V.D, VOLUME DAMPER(GALV.) ,500*200, EA ,16 ,14500 ,,,2019 ,하이셈,나래이엔씨,2019-5-1669,계약
V.D, VOLUME DAMPER(GALV.) ,450*400, EA ,5 ,17100 ,,,2019 ,하이셈,나래이엔씨,2019-5-1669,계약
V.D, VOLUME DAMPER(GALV.) ,450*300,,9 ,14500 ,,,2019 ,하이셈,나래이엔씨,2019-5-1669,계약
V.D, VOLUME DAMPER(GALV.) ,400*400, EA ,22 ,15200 ,,,2019 ,하이셈,나래이엔씨,2019-5-1669,계약
V.D, VOLUME DAMPER(GALV.) ,400*350, EA ,5 ,14500 ,,,2019 ,하이셈,나래이엔씨,2019-5-1669,계약
V.D, VOLUME DAMPER(GALV.) ,400*300, EA ,1 ,14500 ,,,2019 ,하이셈,나래이엔씨,2019-5-1669,계약
V.D, VOLUME DAMPER(GALV.) ,400*250, EA ,1 ,14500 ,,,2019 ,하이셈,나래이엔씨,2019-5-1669,계약
V.D, VOLUME DAMPER(GALV.) ,400*200, EA ,2 ,14500 ,,,2019 ,하이셈,나래이엔씨,2019-5-1669,계약
V.D, VOLUME DAMPER(GALV.) ,300*400, EA ,1 ,14500 ,,,2019 ,하이셈,나래이엔씨,2019-5-1669,계약
V.D, VOLUME DAMPER(GALV.) ,300*350, EA ,5 ,14500 ,,,2019 ,하이셈,나래이엔씨,2019-5-1669,계약
V.D, VOLUME DAMPER(GALV.) ,300*300, EA ,1 ,14500 ,,,2019 ,하이셈,나래이엔씨,2019-5-1669,계약
V.D, VOLUME DAMPER(GALV.) ,300*250, EA ,5 ,14500 ,,,2019 ,하이셈,나래이엔씨,2019-5-1669,계약
V.D, VOLUME DAMPER(GALV.) ,300*200, EA ,4 ,14500 ,,,2019 ,하이셈,나래이엔씨,2019-5-1669,계약
V.D, VOLUME DAMPER(GALV.) ,250*250, EA ,4 ,14500 ,,,2019 ,하이셈,나래이엔씨,2019-5-1669,계약
V.D, VOLUME DAMPER(GALV.) ,250*200, EA ,2 ,14500 ,,,2019 ,하이셈,나래이엔씨,2019-5-1669,계약
V.D, VOLUME DAMPER(GALV.) ,200*300, EA ,4 ,14500 ,,,2019 ,하이셈,나래이엔씨,2019-5-1669,계약
V.D, VOLUME DAMPER(GALV.) ,200*200, EA ,4 ,14500 ,,,2019 ,하이셈,나래이엔씨,2019-5-1669,계약
V.D, VOLUME DAMPER(GALV.) ,200*150, EA ,20 ,14500 ,,,2019 ,하이셈,나래이엔씨,2019-5-1669,계약
V.D, VOLUME DAMPER(GALV.) ,150*150, EA ,7 ,14500 ,,,2019 ,하이셈,나래이엔씨,2019-5-1669,계약
V.D, VOLUME DAMPER(GALV.) ,100*100, EA ,9 ,14500 ,,,2019 ,하이셈,나래이엔씨,2019-5-1669,계약
F.D, FIRE DAMPER(GALV.) ,4200*800, EA ,1 ,319200 ,,,2019 ,하이셈,나래이엔씨,2019-5-1669,계약
F.D, FIRE DAMPER(GALV.) ,4000*700, EA ,1 ,266000 ,,,2019 ,하이셈,나래이엔씨,2019-5-1669,계약
F.D, FIRE DAMPER(GALV.) ,3000*1600, EA ,2 ,456000 ,,,2019 ,하이셈,나래이엔씨,2019-5-1669,계약
F.D, FIRE DAMPER(GALV.) ,2500*800, EA ,1 ,190000 ,,,2019 ,하이셈,나래이엔씨,2019-5-1669,계약
F.D, FIRE DAMPER(GALV.) ,2000*1200, EA ,2 ,228000 ,,,2019 ,하이셈,나래이엔씨,2019-5-1669,계약
F.D, FIRE DAMPER(GALV.) ,1450*800, EA ,2 ,110200 ,,,2019 ,하이셈,나래이엔씨,2019-5-1669,계약
F.D, FIRE DAMPER(GALV.) ,1400*1000, EA ,2 ,133000 ,,,2019 ,하이셈,나래이엔씨,2019-5-1669,계약
F.D, FIRE DAMPER(GALV.) ,1000*400, EA ,1 ,38000 ,,,2019 ,하이셈,나래이엔씨,2019-5-1669,계약
F.D, FIRE DAMPER(GALV.) ,950*450, EA ,2 ,40613 ,,,2019 ,하이셈,나래이엔씨,2019-5-1669,계약
F.D, FIRE DAMPER(GALV.) ,900*700, EA ,1 ,59850 ,,,2019 ,하이셈,나래이엔씨,2019-5-1669,계약
F.D, FIRE DAMPER(GALV.) ,900*500, EA ,2 ,42750 ,,,2019 ,하이셈,나래이엔씨,2019-5-1669,계약
F.D, FIRE DAMPER(GALV.) ,750*500, EA ,2 ,35625 ,,,2019 ,하이셈,나래이엔씨,2019-5-1669,계약
F.D, FIRE DAMPER(GALV.) ,400*300, EA ,1 ,14500 ,,,2019 ,하이셈,나래이엔씨,2019-5-1669,계약
F.D, FIRE DAMPER(GALV.) ,300*300, EA ,1 ,14500 ,,,2019 ,하이셈,나래이엔씨,2019-5-1669,계약
F.D, FIRE DAMPER(GALV.) ,200*150, EA ,1 ,14500 ,,,2019 ,하이셈,나래이엔씨,2019-5-1669,계약
M.D, MOTOR DAMPER(GALV.) ,400*300, EA ,2 ,94500 ,,,2019 ,하이셈,나래이엔씨,2019-5-1669,계약
M.D, MOTOR DAMPER(GALV.) ,2400*600, EA ,1 ,296800 ,,,2019 ,하이셈,나래이엔씨,2019-5-1669,계약
M.D, MOTOR DAMPER(GALV.) ,1000*500, EA ,1 ,207500 ,,,2019 ,하이셈,나래이엔씨,2019-5-1669,계약
B.D.D, CHECK DAMPER(GALV.) ,1150*1150, EA ,4 ,264500 ,,,2019 ,하이셈,나래이엔씨,2019-5-1669,계약
B.D.D, CHECK DAMPER(GALV.) ,1300*1300, EA ,2 ,338000 ,,,2019 ,하이셈,나래이엔씨,2019-5-1669,계약
B.D.D, CHECK DAMPER(GALV.) ,1400*1100, EA ,2 ,308000 ,,,2019 ,하이셈,나래이엔씨,2019-5-1669,계약
B.D.D, CHECK DAMPER(GALV.) ,1600*1250, EA ,2 ,400000 ,,,2019 ,하이셈,나래이엔씨,2019-5-1669,계약
B.D.D, CHECK DAMPER(GALV.) ,2000*1550, EA ,4 ,620000 ,,,2019 ,하이셈,나래이엔씨,2019-5-1669,계약
B.D.D, CHECK DAMPER(GALV.) ,800*800, EA ,2 ,128000 ,,,2019 ,하이셈,나래이엔씨,2019-5-1669,계약
B.D.D, CHECK DAMPER(GALV.) ,750*750, EA ,2 ,112500 ,,,2019 ,하이셈,나래이엔씨,2019-5-1669,계약
B.D.D, CHECK DAMPER(GALV.) ,650*650, EA ,2 ,84500 ,,,2019 ,하이셈,나래이엔씨,2019-5-1669,계약
B.D.D, CHECK DAMPER(GALV.) ,600*600, EA ,2 ,72000 ,,,2019 ,하이셈,나래이엔씨,2019-5-1669,계약
B.D.D, CHECK DAMPER(GALV.) ,600*500, EA ,4 ,60000 ,,,2019 ,하이셈,나래이엔씨,2019-5-1669,계약
B.D.D, CHECK DAMPER(GALV.) ,400*400, EA ,2 ,32000 ,,,2019 ,하이셈,나래이엔씨,2019-5-1669,계약
REGISTER, REGISTER (AL.) ,400*200, EA ,2 ,10000 ,10000 ,,2019 ,하이셈,나래이엔씨,2019-5-1669,계약
REGISTER, REGISTER (AL.) ,500*300, EA ,10 ,18000 ,10000 ,,2019 ,하이셈,나래이엔씨,2019-5-1669,계약
REGISTER, REGISTER (AL.) ,600*300, EA ,26 ,21600 ,10000 ,,2019 ,하이셈,나래이엔씨,2019-5-1669,계약
REGISTER, REGISTER (AL.) ,600*400, EA ,32 ,28800 ,10000 ,,2019 ,하이셈,나래이엔씨,2019-5-1669,계약
REGISTER, REGISTER (AL.) ,800*450, EA ,5 ,43200 ,10000 ,,2019 ,하이셈,나래이엔씨,2019-5-1669,계약
GRILLE, GRILLE (AL.) ,200*150, EA ,19 ,7000 ,10000 ,,2019 ,하이셈,나래이엔씨,2019-5-1669,계약
후렉시블호스, FLEX. DUCT ,비보온A250, M ,1476 ,5400 ,,,2019 ,하이셈,나래이엔씨,2019-5-1669,계약
후렉시블호스, FLEX. DUCT ,비보온A250, M ,15 ,3600 ,,,2019 ,하이셈,나래이엔씨,2019-5-1669,계약
후렉시블호스, FLEX. DUCT ,비보온A250, M ,87 ,2700 ,,,2019 ,하이셈,나래이엔씨,2019-5-1669,계약
